epoch,loss,val_loss
0,0.029053792357444763,0.014735845848917961
1,0.003514336422085762,0.00819784589111805
2,0.002637185389176011,0.006720924284309149
3,0.0024929330684244633,0.005570625886321068
4,0.0023442748934030533,0.0045720674097537994
5,0.0022430114913731813,0.004868702031672001
6,0.0021191199775785208,0.0038133994676172733
7,0.002020245883613825,0.005583019927144051
8,0.001993015641346574,0.0041156671941280365
9,0.0019154571928083897,0.003940158057957888
