epoch,loss,val_loss
0,0.06399545818567276,0.11002954840660095
1,0.0069882627576589584,0.005797891411930323
2,0.0018320952076464891,0.0175149068236351
3,0.0012780996039509773,0.01923675835132599
4,0.0011428332654759288,0.014557775110006332
