time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count,lag_1,lag_2,lag_3,lag_4,lag_5
2023-04-02T00:00:00.0000000Z,2023-04-03T00:00:00.0000000Z,2023-04-02T00:00:14.8840000Z,2023-04-02T23:59:25.4470000Z,1821.7,1826.0,1774.1,1796.0,3229.2219342300004,4260,1821.4,1822.2,1794.0,1793.2,1773.4
2023-04-04T00:00:00.0000000Z,2023-04-05T00:00:00.0000000Z,2023-04-04T00:00:24.2150000Z,2023-04-04T23:59:45.8550000Z,1811.8,1890.5,1803.6,1871.6,12442.79538687,9619,1796.0,1821.4,1822.2,1794.0,1793.2
2023-04-05T00:00:00.0000000Z,2023-04-06T00:00:00.0000000Z,2023-04-05T00:00:12.5640000Z,2023-04-05T23:59:27.1950000Z,1871.3,1942.5,1865.4,1909.6,11327.63465465,10999,1871.6,1796.0,1821.4,1822.2,1794.0
2023-04-06T00:00:00.0000000Z,2023-04-07T00:00:00.0000000Z,2023-04-06T00:00:01.8320000Z,2023-04-06T23:59:45.5880000Z,1909.2,1910.5,1855.2,1873.0,4857.182901629999,7820,1909.6,1871.6,1796.0,1821.4,1822.2
2023-04-07T00:00:00.0000000Z,2023-04-08T00:00:00.0000000Z,2023-04-07T00:00:27.2470000Z,2023-04-07T23:59:55.7850000Z,1873.0,1883.6,1842.5,1865.1,3176.56401287,5223,1873.0,1909.6,1871.6,1796.0,1821.4
2023-04-08T00:00:00.0000000Z,2023-04-09T00:00:00.0000000Z,2023-04-08T00:01:18.5520000Z,2023-04-08T23:59:51.2170000Z,1865.0,1880.1,1848.6,1850.8,2391.08404791,5566,1865.1,1873.0,1909.6,1871.6,1796.0
2023-04-09T00:00:00.0000000Z,2023-04-10T00:00:00.0000000Z,2023-04-09T00:00:22.1640000Z,2023-04-09T23:59:30.4010000Z,1850.6,1874.3,1827.2,1859.7,4085.0436484000006,5408,1850.8,1865.1,1873.0,1909.6,1871.6
2023-04-10T00:00:00.0000000Z,2023-04-11T00:00:00.0000000Z,2023-04-10T00:01:10.5140000Z,2023-04-10T23:59:51.6800000Z,1858.3,1920.0,1847.9,1911.4,7915.89813394,9129,1859.7,1850.8,1865.1,1873.0,1909.6
2023-04-11T00:00:00.0000000Z,2023-04-12T00:00:00.0000000Z,2023-04-11T00:01:18.3740000Z,2023-04-11T23:59:56.9340000Z,1911.0,1938.4,1883.7,1891.9,10938.397463830002,9167,1911.4,1859.7,1850.8,1865.1,1873.0
2023-04-12T00:00:00.0000000Z,2023-04-13T00:00:00.0000000Z,2023-04-12T00:00:10.3000000Z,2023-04-12T23:59:57.2640000Z,1892.7,1934.1,1856.3,1919.2,12728.370472240003,10011,1891.9,1911.4,1859.7,1850.8,1865.1
2023-04-13T00:00:00.0000000Z,2023-04-14T00:00:00.0000000Z,2023-04-13T00:00:32.6490000Z,2023-04-13T23:59:22.7660000Z,1919.2,2024.0,1901.5,2014.6,24097.01313978,17722,1919.2,1891.9,1911.4,1859.7,1850.8
2023-04-14T00:00:00.0000000Z,2023-04-15T00:00:00.0000000Z,2023-04-14T00:00:00.4270000Z,2023-04-14T23:59:14.5430000Z,2014.4,2130.8,2011.8,2101.8,25819.45396153,19485,2014.6,1919.2,1891.9,1911.4,1859.7
2023-04-15T00:00:00.0000000Z,2023-04-16T00:00:00.0000000Z,2023-04-15T00:00:28.0940000Z,2023-04-15T23:59:50.6660000Z,2101.9,2112.8,2074.0,2092.8,5816.162051369999,7252,2101.8,2014.6,1919.2,1891.9,1911.4
2023-04-16T00:00:00.0000000Z,2023-04-17T00:00:00.0000000Z,2023-04-16T00:02:33.4070000Z,2023-04-16T23:59:02.1750000Z,2091.8,2140.8,2075.4,2120.4,6275.1600701200005,7457,2092.8,2101.8,2014.6,1919.2,1891.9
2023-04-17T00:00:00.0000000Z,2023-04-18T00:00:00.0000000Z,2023-04-17T00:00:04.2150000Z,2023-04-17T23:59:55.2900000Z,2120.4,2122.2,2056.0,2075.4,11217.828011349997,11935,2120.4,2092.8,2101.8,2014.6,1919.2
2023-04-18T00:00:00.0000000Z,2023-04-19T00:00:00.0000000Z,2023-04-18T00:00:01.0000000Z,2023-04-18T23:58:15.4440000Z,2075.4,2123.6,2053.1,2104.8,7285.23452072,10821,2075.4,2120.4,2092.8,2101.8,2014.6
2023-04-19T00:00:00.0000000Z,2023-04-20T00:00:00.0000000Z,2023-04-19T00:00:15.9990000Z,2023-04-19T23:59:59.7910000Z,2104.8,2105.4,1924.8,1934.8,19553.67778458,18402,2104.8,2075.4,2120.4,2092.8,2101.8
2023-04-20T00:00:00.0000000Z,2023-04-21T00:00:00.0000000Z,2023-04-20T00:00:03.5990000Z,2023-04-20T23:59:55.2240000Z,1934.9,1982.5,1913.6,1942.9,11509.19356783,14181,1934.8,2104.8,2075.4,2120.4,2092.8
2023-04-21T00:00:00.0000000Z,2023-04-22T00:00:00.0000000Z,2023-04-21T00:00:03.3680000Z,2023-04-21T23:59:33.4880000Z,1943.1,1956.1,1826.0,1848.4,21930.157454580003,19001,1942.9,1934.8,2104.8,2075.4,2120.4
2023-04-22T00:00:00.0000000Z,2023-04-23T00:00:00.0000000Z,2023-04-22T00:00:39.7510000Z,2023-04-22T23:59:59.5260000Z,1848.4,1887.4,1843.3,1874.1,3720.40851594,5212,1848.4,1942.9,1934.8,2104.8,2075.4
