id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price,volume_24h
,GT,,,,1567345592.1095202,,,,,,,,,,,,,,,,,,,,,17.66627449083035,16172052.42599866
,ONDO,,,,1545378291.5120306,,,,,,,,,,,,,,,,,,,,,1.1119750684435203,158377523.68051875
,VIRTUAL,,,,1498045499.8982675,,,,,,,,,,,,,,,,,,,,,2.3223687805526887,272506145.6848194
,SEI,,,,1464787886.569198,,,,,,,,,,,,,,,,,,,,,0.34811436444572436,154025739.19319522
,XDC,,,,1432489051.5735307,,,,,,,,,,,,,,,,,,,,,0.09592826540167694,42488519.10388863
,FLOKI,,,,1423774392.6444428,,,,,,,,,,,,,,,,,,,,,0.00014827158580836628,167566356.00878927
,WIF,,,,1420361460.8933275,,,,,,,,,,,,,,,,,,,,,1.4220085743429864,286346197.7525649
,JASMY,,,,1393726853.8240867,,,,,,,,,,,,,,,,,,,,,0.028215950256767968,101185166.49138072
,KCS,,,,1309215702.9693632,,,,,,,,,,,,,,,,,,,,,10.673057163793201,1743951.14772685
,LDO,,,,1292515989.2119665,,,,,,,,,,,,,,,,,,,,,1.4424645635860587,111910448.7296006
,SAND,,,,1289037821.3984468,,,,,,,,,,,,,,,,,,,,,0.5270290760559943,182506383.20735374
,RAY,,,,1274489553.0167115,,,,,,,,,,,,,,,,,,,,,4.381366090118519,92268183.29444158
,FLR,,,,1271049036.3804076,,,,,,,,,,,,,,,,,,,,,0.022356142851986914,12693178.9170361
,XTZ,,,,1212877603.6879082,,,,,,,,,,,,,,,,,,,,,1.1840427979847419,65696109.08565547
,DEXE,,,,1201931153.861021,,,,,,,,,,,,,,,,,,,,,14.354289471682803,13545280.72049353
,QNT,,,,1182720219.6824312,,,,,,,,,,,,,,,,,,,,,97.96619620855114,22294362.17518533
,MKR,,,,1179655124.7237904,,,,,,,,,,,,,,,,,,,,,1323.2404343828703,124912259.91079347
,GALA,,,,1155848441.5331323,,,,,,,,,,,,,,,,,,,,,0.031460059346868456,188067066.5140784
,KAIA,,,,1144040513.3005202,,,,,,,,,,,,,,,,,,,,,0.19330848162082892,35271283.29489566
,AI16Z,,,,1136082004.3780818,,,,,,,,,,,,,,,,,,,,,1.0328024652548655,371914501.9907964
,EOS,,,,1129316203.5483994,,,,,,,,,,,,,,,,,,,,,0.7334083844892384,147387435.3651043
,RUNE,,,,1079213406.2118373,,,,,,,,,,,,,,,,,,,,,3.105952310150505,246748182.80521068
,PYTH,,,,1076500488.2670848,,,,,,,,,,,,,,,,,,,,,0.2969665705710255,76007716.90635991
,IOTA,,,,1071910751.6902736,,,,,,,,,,,,,,,,,,,,,0.29832295139018195,93216044.10078245
,BRETT,,,,1068096413.8154492,,,,,,,,,,,,,,,,,,,,,0.10777708737143088,33842631.35694597
,BTT,,,,1061023204.0754752,,,,,,,,,,,,,,,,,,,,,1.0760217170725145e-06,31165743.77147974
,BSV,,,,1052409226.5363107,,,,,,,,,,,,,,,,,,,,,53.12359154208616,89137721.51247072
,FLOW,,,,1042939257.1541214,,,,,,,,,,,,,,,,,,,,,0.6700992780616895,69557851.06730103
,ENS,,,,1026567691.3668785,,,,,,,,,,,,,,,,,,,,,29.031849706226147,126363590.12118405
,BEAM,,,,1012870959.6871955,,,,,,,,,,,,,,,,,,,,,0.020476102258981953,25779070.21241499
,JUP,,,,987797805.0515761,,,,,,,,,,,,,,,,,,,,,0.7317020778159823,64591005.28162491
,CRV,,,,972503396.3762068,,,,,,,,,,,,,,,,,,,,,0.7679563350572539,198488568.16842827
,NEO,,,,966482952.0164343,,,,,,,,,,,,,,,,,,,,,13.701431372125153,63708964.85372912
,STRK,,,,949698499.697502,,,,,,,,,,,,,,,,,,,,,0.3925813918548263,77207566.75795478
,AIOZ,,,,942847951.2536738,,,,,,,,,,,,,,,,,,,,,0.8198343266609983,33999304.31632689
,AR,,,,937273495.095294,,,,,,,,,,,,,,,,,,,,,14.276287734497194,53316312.06727236
,AXS,,,,909155314.3960164,,,,,,,,,,,,,,,,,,,,,5.768305911616921,66710004.91265758
,MANA,,,,876763796.8637533,,,,,,,,,,,,,,,,,,,,,0.45141534646701764,75738056.69268228
,DYDX,,,,848791706.5668366,,,,,,,,,,,,,,,,,,,,,1.1764697293768909,33870329.59364288
